"","Estimate","Std. Error","t value","Pr(>|t|)","metal"
"3","-0.466004642150757","0.750008657148612","-0.621332350912344","0.540238208962443","V_P01106_Aluminum_wf"
"4","0.000921163386136927","0.00218390949247979","0.421795586909128","0.677460751522649","V_P01095_Antimony_wf"
"5","-0.0314531424402481","0.0271013395097129","-1.16057519699259","0.25467452352607","V_P01000_Arsenic_wf"
"6","0.161588857934447","0.401794055183239","0.402168364240118","0.690153256610578","V_P01005_Barium_wf"
"7","-0.00367563459029986","0.0020360681447253","-1.80526108608991","0.0853925889392959","V_P01010_Beryllium_wf"
"8","-0.519779503784276","0.899619068702215","-0.57777733028059","0.567336306336582","V_P01020_Boron_wf"
"9","-0.000736676663677261","0.00280051076145551","-0.263050824091241","0.794371356003868","V_P01025_Cadmium_wf"
"10","-0.00208745544091052","0.00499223682504643","-0.418140307454487","0.679278029500073","V_P01030_Chromium_wf"
"11","-0.0139142791514485","0.0096412607448145","-1.44320120778107","0.158993582863573","V_P01035_Cobalt_wf"
"12","-0.039276591770765","0.0487165376457816","-0.806227077473065","0.426063203005959","V_P01040_Copper_wf"
"13","-0.0184470528729388","0.0170232768192575","-1.08363701470628","0.286379966832123","V_P01049_Lead_wf"
"14","0.00560029240136422","0.218431302325138","0.0256386897928581","0.979704747876832","V_P01130_Lithium_wf"
"15","0.499130499270477","1.40659252595802","0.354850811488938","0.724959222652448","V_P01056_Manganese_wf"
"16","0.0398212146748119","0.0347551229188367","1.14576532408779","0.260133391135352","V_P01060_Molybdenum_wf"
"17","-0.0318809789063684","0.0199347207932929","-1.59926889555909","0.119904742637625","V_P01065_Nickel_wf"
"18","0.00594929774596262","0.0209254205099273","0.284309590965696","0.777949583896147","V_P01145_Selenium_wf"
"19","-0.00879413183836495","0.0177690052010521","-0.494914134970497","0.669685614194163","V_P01075_Silver_wf"
"20","15.9639622897307","4.54959003746528","3.50887929643541","0.00132299894901545","V_P01080_Strontium_wf"
"21","0.000869620691413252","0.00125641905446632","0.692142234170937","0.500167351088898","V_P01057_Thallium_wf"
"22","-0.0640494531725205","0.0820561752741486","-0.780556161172905","0.440799704829258","V_P01085_Vanadium_wf"
"23","0.0242598315383214","0.164158664307654","0.147782827306973","0.88341344466359","V_P01090_Zinc_wf"
"24","-0.087451914698992","0.142864009831366","-0.612133978335192","0.544913197069896","V_P22703_Uranium_wf"
