"","Estimate","Std. Error","t value","Pr(>|t|)","metal"
"3","-3.87279131064784","6.28763029190327","-0.615938140579754","0.543733320047505","V_P01106_Aluminum_wf"
"4","0.0253603325281648","0.0279971372232434","0.905818774467787","0.375307951696882","V_P01095_Antimony_wf"
"5","-0.460626700457688","0.317527323324082","-1.45066791618293","0.156604923099164","V_P01000_Arsenic_wf"
"6","0.274184832371055","4.90390700982142","0.055911507257769","0.95573958246618","V_P01005_Barium_wf"
"7","-0.00935133848308809","0.018452696237349","-0.506773555626011","0.617593621599194","V_P01010_Beryllium_wf"
"8","-5.04266369239246","11.0446498365082","-0.456570716775819","0.650970676340486","V_P01020_Boron_wf"
"9","0.0570411594716296","0.0320369095393863","1.78048258373683","0.0854771014578271","V_P01025_Cadmium_wf"
"10","0.0102805227328468","0.0566850133190415","0.181362270746673","0.857489688661145","V_P01030_Chromium_wf"
"11","-0.0981620398215323","0.120743060493788","-0.812982869740848","0.422235594369934","V_P01035_Cobalt_wf"
"12","-0.137898070165554","0.59406673857395","-0.232125552924536","0.817874027850073","V_P01040_Copper_wf"
"13","-0.00330413012674795","0.208577508918613","-0.0158412579758886","0.987453628345698","V_P01049_Lead_wf"
"14","-5.06876638829073","2.4527893767669","-2.06653145039793","0.0466989160785176","V_P01130_Lithium_wf"
"15","-11.0754315529856","17.6118581286295","-0.628862183200397","0.533641807375345","V_P01056_Manganese_wf"
"16","-0.590657816055279","0.416678454173225","-1.41753865634177","0.165425260372429","V_P01060_Molybdenum_wf"
"17","-0.257375532532759","0.247926669153683","-1.03811152471547","0.30699912267517","V_P01065_Nickel_wf"
"18","-0.463394613015806","0.240253774742347","-1.92877141477906","0.062141760469679","V_P01145_Selenium_wf"
"19","0.283127634329871","0.0821638935153354","3.44588872577012","0.0748799993407902","V_P01075_Silver_wf"
"20","-107.442663704046","61.4338882953992","-1.74891524344703","0.0893296616074064","V_P01080_Strontium_wf"
"21","-0.0099117373132352","0.0175005346976485","-0.566367684443779","0.580110349545307","V_P01057_Thallium_wf"
"22","-0.386726504440612","1.00072681590556","-0.386445629610378","0.701724425607161","V_P01085_Vanadium_wf"
"23","1.57868770060851","1.98737404319013","0.794358619112489","0.432496561378633","V_P01090_Zinc_wf"
"24","-1.01145423244297","1.70288631071689","-0.593964627043814","0.556711759864224","V_P22703_Uranium_wf"
