"","Estimate","Std. Error","t value","Pr(>|t|)","metal"
"3","-0.373433550330645","1.27862868675879","-0.292057854010194","0.77275216073319","V_P01106_Aluminum_wf"
"4","-0.00155032230703952","0.00283793001220103","-0.546286307405139","0.590626508088043","V_P01095_Antimony_wf"
"5","-0.00982789498709603","0.0385766035659531","-0.254763096763913","0.800536263184932","V_P01000_Arsenic_wf"
"6","0.636271250500587","0.567741682355786","1.1207055431626","0.27026702097439","V_P01005_Barium_wf"
"7","-0.00424351657424275","0.00367990460736243","-1.15315939596714","0.261802092858227","V_P01010_Beryllium_wf"
"8","0.686005671439176","1.30077391072504","0.527382711002254","0.601455858163519","V_P01020_Boron_wf"
"9","0.00188867850075862","0.00392435341353663","0.481271257130876","0.633935352672469","V_P01025_Cadmium_wf"
"10","0.00688313081641661","0.00641793859664966","1.0724831209837","0.293357225826472","V_P01030_Chromium_wf"
"11","-0.0129332898528643","0.0141979083735065","-0.910929237788154","0.369143867361723","V_P01035_Cobalt_wf"
"12","-0.083582581825643","0.068655179414885","-1.21742572866282","0.232076600585059","V_P01040_Copper_wf"
"13","-0.0116707119510038","0.0245070491578906","-0.476218571881638","0.636964761472305","V_P01049_Lead_wf"
"14","0.290804538278916","0.303978825567373","0.956660509942205","0.345695030776558","V_P01130_Lithium_wf"
"15","-1.55656425359167","2.07111416862072","-0.751558884186612","0.457487482978655","V_P01056_Manganese_wf"
"16","0.0830528769965631","0.0485035185690659","1.71230622946047","0.0959481103061319","V_P01060_Molybdenum_wf"
"17","-0.0282310705105946","0.0294830979011686","-0.957534062574732","0.345476641539344","V_P01065_Nickel_wf"
"18","0.0333232111421272","0.0292795342014343","1.13810591769916","0.263032734609887","V_P01145_Selenium_wf"
"19","-0.013248165196721","0.0483389082302997","-0.274068357804094","0.809744170161626","V_P01075_Silver_wf"
"20","20.9621603532435","6.65167814894704","3.15140929609799","0.00338259409530428","V_P01080_Strontium_wf"
"21","0.00132816056824187","0.00165368987823432","0.803149723368917","0.435312393063836","V_P01057_Thallium_wf"
"22","0.135346213815051","0.116173356570336","1.16503661261701","0.252615745144392","V_P01085_Vanadium_wf"
"23","0.347328796514147","0.228823444543796","1.51788990506027","0.138286611848795","V_P01090_Zinc_wf"
"24","0.206341451298842","0.199416795549398","1.0347245362677","0.308554264450746","V_P22703_Uranium_wf"
