"","Estimate","Std. Error","t value","Pr(>|t|)","metal"
"3","-0.285965914706696","0.300748354068512","-0.950847812924526","0.351159737159912","V_P01106_Aluminum_wf"
"4","0.000750690500654176","0.000767888642004498","0.977603339326092","0.339398953547807","V_P01095_Antimony_wf"
"5","-0.0112036644395369","0.0102830898137621","-1.08952315329803","0.284060357746191","V_P01000_Arsenic_wf"
"6","0.17218509003845","0.152517260524011","1.12895477827798","0.266819777800673","V_P01005_Barium_wf"
"7","-0.00119438529203809","0.000913009958333916","-1.30818429868786","0.20494962003154","V_P01010_Beryllium_wf"
"8","-0.221541968918611","0.35246068567174","-0.628557958163144","0.53396520970613","V_P01020_Boron_wf"
"9","0.00118302278667002","0.00105059489095558","1.12605038997857","0.269376812064728","V_P01025_Cadmium_wf"
"10","-0.000214110510281275","0.00179195856699116","-0.119484074143959","0.905810317804446","V_P01030_Chromium_wf"
"11","-0.00482776475998902","0.00371213065561956","-1.30053740233539","0.202705456165845","V_P01035_Cobalt_wf"
"12","-0.0103844885673899","0.0187643446004979","-0.553416001916441","0.58370894208795","V_P01040_Copper_wf"
"13","-0.00445710712181264","0.00656282958607346","-0.679144119675264","0.501643981093495","V_P01049_Lead_wf"
"14","-0.0407791832979488","0.0827118617261063","-0.493027027163115","0.625258413994041","V_P01130_Lithium_wf"
"15","-0.339874166107823","0.558095547822793","-0.608989208807915","0.546579464646903","V_P01056_Manganese_wf"
"16","0.00637313821660954","0.0135396424942724","0.470702104527909","0.640859370389772","V_P01060_Molybdenum_wf"
"17","-0.0107723649680974","0.00770167732713911","-1.39870375121245","0.17151955570874","V_P01065_Nickel_wf"
"18","-0.00373886851597429","0.0079904581882466","-0.467916661083829","0.64282982556726","V_P01145_Selenium_wf"
"19","-0.0109550146801381","0.00723777646636119","-1.51358842471213","0.269313514524905","V_P01075_Silver_wf"
"20","4.58392776112285","1.87345489493181","2.44677775457716","0.0197375272402714","V_P01080_Strontium_wf"
"21","0.000297224622245846","0.000431058909321303","0.689522048654144","0.501764473740505","V_P01057_Thallium_wf"
"22","-0.0139082993155878","0.0321988046452309","-0.431950796584863","0.668673878363152","V_P01085_Vanadium_wf"
"23","0.0948905922809291","0.0614166839958786","1.54502956049038","0.13159714598154","V_P01090_Zinc_wf"
"24","-0.0326462621895322","0.0542880996788915","-0.601352089732952","0.551842111452572","V_P22703_Uranium_wf"
