"","Estimate","Std. Error","t value","Pr(>|t|)","metal"
"3","-0.117820978715854","0.361034817328581","-0.326342427546604","0.748148489776643","V_P01106_Aluminum_wf"
"4","0.000235181549424265","0.00216750582546157","0.108503306732374","0.915253315763648","V_P01095_Antimony_wf"
"5","-0.0240198013294977","0.0200107006098391","-1.20034784377751","0.242770474981343","V_P01000_Arsenic_wf"
"6","0.169364186991642","0.444632580325853","0.380908180114741","0.706767053997017","V_P01005_Barium_wf"
"7","-0.0010080867836667","0.0017824319661158","-0.5655681691254","0.580639200211375","V_P01010_Beryllium_wf"
"8","0.0805174399774643","0.894425297086435","0.0900214251986696","0.929049547925004","V_P01020_Boron_wf"
"9","0.00672326116137064","0.00314714629397563","2.13630398251283","0.0458820761565718","V_P01025_Cadmium_wf"
"10","-0.00589165957926435","0.004865761218339","-1.21084026011362","0.240803596792588","V_P01030_Chromium_wf"
"11","-0.000561690795355405","0.0113295638497569","-0.0495774420625607","0.960906482481164","V_P01035_Cobalt_wf"
"12","0.0696632140777831","0.0566419392305279","1.22988751840327","0.231729787536793","V_P01040_Copper_wf"
"13","-0.0107585104131689","0.0211801719683364","-0.507951985907033","0.616324048298828","V_P01049_Lead_wf"
"14","-0.102043605145262","0.120934636807294","-0.843791388796789","0.407867653082944","V_P01130_Lithium_wf"
"15","0.408295796379151","1.13883307795018","0.358521195322192","0.723223199992819","V_P01056_Manganese_wf"
"16","-0.00578332833116312","0.0272824093080378","-0.211980117513275","0.83398983355685","V_P01060_Molybdenum_wf"
"17","-0.00472399023515897","0.0161892492176896","-0.29179798097105","0.773174891506432","V_P01065_Nickel_wf"
"18","-0.0271377457225363","0.0204369026354949","-1.32787958168394","0.197246474289806","V_P01145_Selenium_wf"
"19","-0.00577566187448673","0.0115297042515168","-0.500937556462205","0.704355450207082","V_P01075_Silver_wf"
"20","0.753087589009525","4.82645105542506","0.156033404329882","0.87736812813952","V_P01080_Strontium_wf"
"21","0.000314317834400969","0.000747859136446155","0.420290157708864","0.682366337214035","V_P01057_Thallium_wf"
"22","-0.125084493690955","0.0920809902792892","-1.35841820674999","0.188098524852077","V_P01085_Vanadium_wf"
"23","0.109914047044063","0.185232651566139","0.59338375882838","0.55871511875136","V_P01090_Zinc_wf"
"24","-0.150214989831496","0.103858697098488","-1.44634001800589","0.162843325277318","V_P22703_Uranium_wf"
